company,field,expected_values,field_value_score,field_value_present,arm,model_name,question_number
Inalfa Roof Systems Inc.,Category,Tier 1/2,1.0,True,direct_context,base,27
Inalfa Roof Systems Inc.,Primary OEMs,Multiple OEMs,1.0,True,direct_context,base,27
Inalfa Roof Systems Inc.,EV Supply Chain Role,General Automotive,1.0,True,direct_context,base,27
JAC Products Inc.,Category,Tier 1/2,1.0,True,direct_context,base,27
JAC Products Inc.,Primary OEMs,Multiple OEMs,1.0,True,direct_context,base,27
JAC Products Inc.,EV Supply Chain Role,General Automotive,1.0,True,direct_context,base,27
Jefferson Southern Corp.,Category,Tier 1/2,1.0,True,direct_context,base,27
Jefferson Southern Corp.,Primary OEMs,Multiple OEMs,1.0,True,direct_context,base,27
Jefferson Southern Corp.,EV Supply Chain Role,General Automotive,1.0,True,direct_context,base,27
Freudenberg-NOK,EV Supply Chain Role,General Automotive; Thermal Management,1.0,True,direct_context,base,28
Freudenberg-NOK,Product / Service,"Brake components; Stamped blanks Flexible metal hoses for exhaust systems, thermal compensators, among other automotive",0.154,False,direct_context,base,28
Freudenberg-NOK,Employment,175; 160,0.0,False,direct_context,base,28
Hyundai Transys Georgia Powertrain,EV Supply Chain Role,Thermal Management,1.0,True,direct_context,base,28
Hyundai Transys Georgia Powertrain,Product / Service,"Electrical heaters, control units, and actuators",0.167,False,direct_context,base,28
Hyundai Transys Georgia Powertrain,Employment,130,0.0,False,direct_context,base,28
Peerless-Winsmith Inc.,EV Supply Chain Role,Thermal Management,1.0,True,direct_context,base,28
Peerless-Winsmith Inc.,Product / Service,Thermal solutions,1.0,True,direct_context,base,28
Peerless-Winsmith Inc.,Employment,160,0.0,False,direct_context,base,28
TI Fluid Systems,Category,OEM; OEM (Footprint),1.0,True,direct_context,base,29
TI Fluid Systems,EV / Battery Relevant,Yes; Yes,0.0,False,direct_context,base,29
TN Americas Holding Inc.,Category,OEM (Footprint),1.0,True,direct_context,base,29
TN Americas Holding Inc.,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Tie Down Engineering,Category,OEM (Footprint),1.0,True,direct_context,base,29
Tie Down Engineering,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Toyota Industries Group (TACG-TICA),Category,OEM (Footprint),1.0,True,direct_context,base,29
Toyota Industries Group (TACG-TICA),EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Trenton Pressing,Category,OEM (Footprint),1.0,True,direct_context,base,29
Trenton Pressing,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Trenton Pressing Inc.,Category,OEM Supply Chain,0.333,False,direct_context,base,29
Trenton Pressing Inc.,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Valeo,Category,OEM Supply Chain,0.333,False,direct_context,base,29
Valeo,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Vanguard National Trailer Corp.,Category,OEM Supply Chain,0.333,False,direct_context,base,29
Vanguard National Trailer Corp.,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Vernay,Category,OEM Supply Chain,0.333,False,direct_context,base,29
Vernay,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Vista Metals Corp.,Category,OEM Supply Chain,0.333,False,direct_context,base,29
Vista Metals Corp.,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Voestalpine Automotive Body Parts Inc.,Category,OEM Supply Chain,0.333,False,direct_context,base,29
Voestalpine Automotive Body Parts Inc.,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Volvo Cars USA,Category,OEM Supply Chain,0.333,False,direct_context,base,29
Volvo Cars USA,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Volvo Group North America,Category,OEM Supply Chain,0.333,False,direct_context,base,29
Volvo Group North America,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
WIKA USA,Category,OEM Supply Chain,0.333,False,direct_context,base,29
WIKA USA,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Wabash National Corp.,Category,OEM Supply Chain,0.333,False,direct_context,base,29
Wabash National Corp.,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Wheelabrator Group Inc.,Category,OEM Supply Chain,0.333,False,direct_context,base,29
Wheelabrator Group Inc.,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Woodbridge Foam Corp.,Category,OEM Supply Chain,0.333,False,direct_context,base,29
Woodbridge Foam Corp.,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Woory Industrial Co.,Category,OEM Supply Chain,0.333,False,direct_context,base,29
Woory Industrial Co.,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
YKK USA Inc.,Category,OEM Footprint,1.0,True,direct_context,base,29
YKK USA Inc.,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Yachiyo Manufacturing of America LLC,Category,OEM Supply Chain,0.333,False,direct_context,base,29
Yachiyo Manufacturing of America LLC,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Yamaha Motor Manufacturing Corp.,Category,OEM Supply Chain,0.333,False,direct_context,base,29
Yamaha Motor Manufacturing Corp.,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
Yazaki North America,Category,OEM Footprint,1.0,True,direct_context,base,29
Yazaki North America,EV / Battery Relevant,Yes,0.0,False,direct_context,base,29
ZF Gainesville LLC,Category,OEM Supply Chain; OEM Supply Chain; OEM Footprint,1.0,True,direct_context,base,29
ZF Gainesville LLC,EV / Battery Relevant,Yes; Yes; Yes,0.0,False,direct_context,base,29
ACM Georgia LLC,Employment,400,0.0,False,direct_context,base,30
Arising Industries Inc.,Employment,582; 70,0.0,False,direct_context,base,30
Dinex Emissions Inc.,Employment,500,0.0,False,direct_context,base,30
Fouts Brothers Fire Equipment,Employment,630,0.0,False,direct_context,base,30
JTEKT North America Corp.,Employment,860,0.0,False,direct_context,base,30
Kautex Inc.,Employment,800,0.0,False,direct_context,base,30
Lark United Manufacturing Inc.,Employment,700,0.0,False,direct_context,base,30
Lund International Inc.,Employment,500,0.0,False,direct_context,base,30
Mack Trucks,Employment,500,0.0,False,direct_context,base,30
Mando America Corp.,Employment,460,0.0,False,direct_context,base,30
Bridgestone Bandag,Category,Tier 2/3,1.0,True,direct_context,base,31
Bridgestone Bandag,Product / Service,Composite materials and specialty polymers for automotive components,0.5,False,direct_context,base,31
Bridgestone Bandag,EV / Battery Relevant,Indirect,1.0,True,direct_context,base,31
Bridgestone Bandag,EV Supply Chain Role,Materials,1.0,True,direct_context,base,31
Dinex Emissions Inc.,Category,Tier 2/3,1.0,True,direct_context,base,31
Dinex Emissions Inc.,Product / Service,Aluminum sheet for automotive bodies,0.4,False,direct_context,base,31
Dinex Emissions Inc.,EV / Battery Relevant,Indirect,1.0,True,direct_context,base,31
Dinex Emissions Inc.,EV Supply Chain Role,General Automotive,0.0,False,direct_context,base,31
Down 2 Earth Trailers,Category,Tier 2/3,1.0,True,direct_context,base,31
Down 2 Earth Trailers,Product / Service,Standard and custom aluminum-lithium products for automotive customers,0.444,False,direct_context,base,31
Down 2 Earth Trailers,EV / Battery Relevant,Indirect,1.0,True,direct_context,base,31
Down 2 Earth Trailers,EV Supply Chain Role,General Automotive,0.0,False,direct_context,base,31
Eaton Corp.,Category,Tier 2/3,1.0,True,direct_context,base,31
Eaton Corp.,Product / Service,Aluminum products for various markets including automotive market,0.375,False,direct_context,base,31
Eaton Corp.,EV / Battery Relevant,Indirect,1.0,True,direct_context,base,31
Eaton Corp.,EV Supply Chain Role,General Automotive,0.0,False,direct_context,base,31
Ecoplastic America Corporation,Category,Tier 2/3,1.0,True,direct_context,base,31
Ecoplastic America Corporation,Product / Service,Aluminum sheet for automotive bodies,0.4,False,direct_context,base,31
Ecoplastic America Corporation,EV / Battery Relevant,Indirect,1.0,True,direct_context,base,31
Ecoplastic America Corporation,EV Supply Chain Role,General Automotive,0.0,False,direct_context,base,31
Erdrich USA Inc.,Category,Tier 2/3,1.0,True,direct_context,base,31
Erdrich USA Inc.,Product / Service,Aluminum sheet for automotive bodies,0.4,False,direct_context,base,31
Erdrich USA Inc.,EV / Battery Relevant,Indirect,1.0,True,direct_context,base,31
Erdrich USA Inc.,EV Supply Chain Role,General Automotive,0.0,False,direct_context,base,31
Global Powertrain Systems LLC,Category,Tier 2/3,1.0,True,direct_context,base,31
Global Powertrain Systems LLC,Product / Service,"Motor vehicle brake systems and parts Fabricates metal products, including coated coils, metal wall and roof systems and aluminum recreational vehicle doors",0.227,False,direct_context,base,31
Global Powertrain Systems LLC,EV / Battery Relevant,Indirect,1.0,True,direct_context,base,31
Global Powertrain Systems LLC,EV Supply Chain Role,General Automotive,0.0,False,direct_context,base,31
GSC Steel Stamping LLC,Product / Service,"Deep grove ball bearings Toyota Industries Electric Systems North 255 DC-to-DC converters Jackson America, Inc.*",0.071,False,direct_context,base,32
TCI Powder Coatings,Employment,3000,0.0,False,direct_context,base,33
TCI Powder Coatings,EV / Battery Relevant,Indirect,1.0,True,direct_context,base,33
Teklas USA,Employment,1800,0.0,False,direct_context,base,33
Teklas USA,EV / Battery Relevant,Indirect,1.0,True,direct_context,base,33
Textron Specialized Vehicles,Employment,1100,0.0,False,direct_context,base,33
Textron Specialized Vehicles,EV / Battery Relevant,Indirect,1.0,True,direct_context,base,33
Freudenberg-NOK,Employment,175; 160,0.0,False,direct_context,base,34
Novelis Inc.,Employment,260; 205; 200,0.0,False,direct_context,base,34
Peerless-Winsmith Inc.,Employment,160,0.0,False,direct_context,base,34
ZF Gainesville LLC,Employment,170000; 17500; 106100,0.0,False,direct_context,base,34
Freudenberg-NOK,EV Supply Chain Role,General Automotive; Thermal Management,1.0,True,direct_context,base,35
Freudenberg-NOK,Product / Service,"Brake components; Stamped blanks Flexible metal hoses for exhaust systems, thermal compensators, among other automotive",0.5,False,direct_context,base,35
Freudenberg-NOK,Primary Facility Type,Manufacturing Plant; Manufacturing Plant,0.5,False,direct_context,base,35
Hyundai Transys Georgia Powertrain,EV Supply Chain Role,Thermal Management,1.0,True,direct_context,base,35
Hyundai Transys Georgia Powertrain,Product / Service,"Electrical heaters, control units, and actuators",0.167,False,direct_context,base,35
Hyundai Transys Georgia Powertrain,Primary Facility Type,Manufacturing Plant,0.5,False,direct_context,base,35
Novelis Inc.,EV Supply Chain Role,General Automotive; General Automotive; Thermal Management,1.0,True,direct_context,base,35
Novelis Inc.,Product / Service,"Motor vehicle transmissions; Seat, interior, and precision metal stamping; Acoustic and thermally effective automotive components",0.333,False,direct_context,base,35
Novelis Inc.,Primary Facility Type,Manufacturing Plant; Manufacturing Plant; Manufacturing Plant,0.5,False,direct_context,base,35
Peerless-Winsmith Inc.,EV Supply Chain Role,Thermal Management,1.0,True,direct_context,base,35
Peerless-Winsmith Inc.,Product / Service,Thermal solutions,1.0,True,direct_context,base,35
Peerless-Winsmith Inc.,Primary Facility Type,Manufacturing Plant,0.5,False,direct_context,base,35
ZF Gainesville LLC,EV Supply Chain Role,"EV body, powertrain, and thermal components; EV thermal management and power electronics; EV thermal systems and electronics",0.8,True,direct_context,base,35
ZF Gainesville LLC,Product / Service,"Contract manufacturing & automotive systems (body, chassis, powertrain, e-drive); Automotive supplier footprint (electrification, thermal, powertrain, ADAS components); Automotive supplier (thermal systems, electrification, ADAS, lighting)",0.333,False,direct_context,base,35
ZF Gainesville LLC,Primary Facility Type,Manufacturing; Manufacturing; Engineering / Operations,1.0,True,direct_context,base,35
Fouts Brothers Fire Equipment,Category,Tier 1/2,1.0,True,direct_context,base,36
Hitachi Astemo,Category,Tier 1/2,1.0,True,direct_context,base,36
Hwashin,Category,Tier 1/2,1.0,True,direct_context,base,36
Hyundai & LG Energy Solution (LGES),Category,Tier 1/2,1.0,True,direct_context,base,36
Hyundai Industrial Co.,Category,Tier 1/2,1.0,True,direct_context,base,36
Hyundai MOBIS (Georgia),Category,Tier 1/2,1.0,True,direct_context,base,36
Hyundai Transys Georgia Seating Systems,Category,Tier 1/2,1.0,True,direct_context,base,36
IMS Gear Georgia Inc.,Category,Tier 1/2,1.0,True,direct_context,base,36
Inalfa Roof Systems Inc.,Category,Tier 1/2,1.0,True,direct_context,base,36
JAC Products Inc.,Category,Tier 1/2,1.0,True,direct_context,base,36
Jefferson Southern Corp.,Category,Tier 1/2,1.0,True,direct_context,base,36
Freudenberg-NOK,Employment,175; 160,0.0,False,direct_context,base,37
Freudenberg-NOK,EV Supply Chain Role,General Automotive; Thermal Management,1.0,True,direct_context,base,37
Hyundai Transys Georgia Powertrain,Employment,130,0.0,False,direct_context,base,37
Hyundai Transys Georgia Powertrain,EV Supply Chain Role,Thermal Management,1.0,True,direct_context,base,37
Novelis Inc.,Employment,260; 205; 200,0.0,False,direct_context,base,37
Novelis Inc.,EV Supply Chain Role,General Automotive; General Automotive; Thermal Management,1.0,True,direct_context,base,37
Peerless-Winsmith Inc.,Employment,160,0.0,False,direct_context,base,37
Peerless-Winsmith Inc.,EV Supply Chain Role,Thermal Management,1.0,True,direct_context,base,37
ZF Gainesville LLC,Employment,170000; 17500; 106100,0.0,False,direct_context,base,37
ZF Gainesville LLC,EV Supply Chain Role,"EV body, powertrain, and thermal components; EV thermal management and power electronics; EV thermal systems and electronics",0.4,False,direct_context,base,37
Racemark International LLC,EV Supply Chain Role,General Automotive,0.0,False,direct_context,base,39
Racemark International LLC,Primary Facility Type,R&D,0.0,False,direct_context,base,39
Duckyang,Primary OEMs,Hyundai Kia Rivian,0.0,False,direct_context,base,40
Duckyang,EV Supply Chain Role,General Automotive,0.0,False,direct_context,base,40
Enchem America Inc.,Primary OEMs,Hyundai Kia Rivian,0.0,False,direct_context,base,40
Enchem America Inc.,EV Supply Chain Role,General Automotive,0.0,False,direct_context,base,40
GSC Steel Stamping LLC,Primary OEMs,Hyundai Kia Rivian,0.0,False,direct_context,base,40
GSC Steel Stamping LLC,EV Supply Chain Role,Power Electronics,0.5,False,direct_context,base,40
Hyundai Transys Georgia Powertrain,Primary OEMs,Hyundai Kia Rivian,0.0,False,direct_context,base,40
Hyundai Transys Georgia Powertrain,EV Supply Chain Role,Thermal Management,0.0,False,direct_context,base,40
Racemark International LLC,Primary OEMs,Hyundai Kia Rivian,0.0,False,direct_context,base,40
Racemark International LLC,EV Supply Chain Role,General Automotive,0.0,False,direct_context,base,40
Archer Aviation Inc.,Location,"Covington, Morgan County",0.0,False,direct_context,base,41
Arising Industries Inc.,Location,"Norcross, Gwinnett County; Norcross, Gwinnett County",0.0,False,direct_context,base,41
Racemark International LLC,Primary Facility Type,R&D,1.0,True,direct_context,base,42
Racemark International LLC,Location,"Gray, Jones County",0.333,False,direct_context,base,42
F&P Georgia Manufacturing,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
F&P Georgia Manufacturing,EV Supply Chain Role,Battery Pack,0.0,False,direct_context,kb_only,1
F&P Georgia Manufacturing,Product / Service,Lithium-ion battery recycler and raw materials provider,0.0,False,direct_context,kb_only,1
Fouts Brothers Fire Equipment,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
Fouts Brothers Fire Equipment,EV Supply Chain Role,General Automotive,0.0,False,direct_context,kb_only,1
Fouts Brothers Fire Equipment,Product / Service,"Automotive body parts and electronics Cylinder-head and specialty gaskets, housing modules and shielding systems for engines, transmissions, exhaust systems and auxiliary units",0.0,False,direct_context,kb_only,1
Hitachi Astemo,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
Hitachi Astemo,EV Supply Chain Role,General Automotive,0.0,False,direct_context,kb_only,1
Hitachi Astemo,Product / Service,Car audio systems,0.0,False,direct_context,kb_only,1
Hitachi Astemo Americas Inc.,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
Hitachi Astemo Americas Inc.,EV Supply Chain Role,Battery Cell,0.0,False,direct_context,kb_only,1
Hitachi Astemo Americas Inc.,Product / Service,Battery cells for electric mobility,0.0,False,direct_context,kb_only,1
Hollingsworth & Vose Co.,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
Hollingsworth & Vose Co.,EV Supply Chain Role,Battery Pack,0.0,False,direct_context,kb_only,1
Hollingsworth & Vose Co.,Product / Service,Lithium-ion battery materials,0.0,False,direct_context,kb_only,1
Honda Development & Manufacturing,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
Honda Development & Manufacturing,EV Supply Chain Role,Battery Cell,0.0,False,direct_context,kb_only,1
Honda Development & Manufacturing,Product / Service,Battery cells for electric mobility,0.0,False,direct_context,kb_only,1
Hwashin,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
Hwashin,EV Supply Chain Role,General Automotive,0.0,False,direct_context,kb_only,1
Hwashin,Product / Service,Modules and storage systems,0.0,False,direct_context,kb_only,1
Hyundai & LG Energy Solution (LGES),Category,Tier 1/2,0.0,False,direct_context,kb_only,1
Hyundai & LG Energy Solution (LGES),EV Supply Chain Role,General Automotive,0.0,False,direct_context,kb_only,1
Hyundai & LG Energy Solution (LGES),Product / Service,Storage batteries,0.0,False,direct_context,kb_only,1
Hyundai Industrial Co.,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
Hyundai Industrial Co.,EV Supply Chain Role,General Automotive,0.0,False,direct_context,kb_only,1
Hyundai Industrial Co.,Product / Service,Automotive batteries,0.0,False,direct_context,kb_only,1
Hyundai MOBIS (Georgia),Category,Tier 1/2,0.0,False,direct_context,kb_only,1
Hyundai MOBIS (Georgia),EV Supply Chain Role,General Automotive,0.0,False,direct_context,kb_only,1
Hyundai MOBIS (Georgia),Product / Service,"Capacitors, electronic automotive components",0.0,False,direct_context,kb_only,1
Hyundai Motor Group,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
Hyundai Motor Group,EV Supply Chain Role,Battery Pack,0.0,False,direct_context,kb_only,1
Hyundai Motor Group,Product / Service,Battery parts for electric vehicles,0.0,False,direct_context,kb_only,1
Hyundai Transys Georgia Powertrain,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
Hyundai Transys Georgia Powertrain,EV Supply Chain Role,Thermal Management,0.0,False,direct_context,kb_only,1
Hyundai Transys Georgia Powertrain,Product / Service,"Electrical heaters, control units, and actuators",0.0,False,direct_context,kb_only,1
Hyundai Transys Georgia Seating Systems,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
Hyundai Transys Georgia Seating Systems,EV Supply Chain Role,General Automotive,0.0,False,direct_context,kb_only,1
Hyundai Transys Georgia Seating Systems,Product / Service,"Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts",0.0,False,direct_context,kb_only,1
IMMI,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
IMMI,EV Supply Chain Role,Battery Pack,0.0,False,direct_context,kb_only,1
IMMI,Product / Service,Battery electrolyte,0.0,False,direct_context,kb_only,1
IMS Gear Georgia Inc.,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
IMS Gear Georgia Inc.,EV Supply Chain Role,General Automotive,0.0,False,direct_context,kb_only,1
IMS Gear Georgia Inc.,Product / Service,Car audio systems,0.0,False,direct_context,kb_only,1
Inalfa Roof Systems Inc.,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
Inalfa Roof Systems Inc.,EV Supply Chain Role,General Automotive,0.0,False,direct_context,kb_only,1
Inalfa Roof Systems Inc.,Product / Service,Automotive electronic safety systems,0.0,False,direct_context,kb_only,1
JAC Products Inc.,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
JAC Products Inc.,EV Supply Chain Role,General Automotive,0.0,False,direct_context,kb_only,1
JAC Products Inc.,Product / Service,"Switches, resistors and related products",0.0,False,direct_context,kb_only,1
Jefferson Southern Corp.,Category,Tier 1/2,0.0,False,direct_context,kb_only,1
Jefferson Southern Corp.,EV Supply Chain Role,General Automotive,0.0,False,direct_context,kb_only,1
Jefferson Southern Corp.,Product / Service,High current switches and resistors for automotive HVAC systems,0.0,False,direct_context,kb_only,1
F&P Georgia Manufacturing,Category,Tier 1/2,1.0,True,direct_context,kb_only,2
F&P Georgia Manufacturing,EV Supply Chain Role,Battery Pack,1.0,True,direct_context,kb_only,2
Hitachi Astemo Americas Inc.,Category,Tier 1/2,1.0,True,direct_context,kb_only,2
Hitachi Astemo Americas Inc.,EV Supply Chain Role,Battery Cell,1.0,True,direct_context,kb_only,2
Hollingsworth & Vose Co.,Category,Tier 1/2,1.0,True,direct_context,kb_only,2
Hollingsworth & Vose Co.,EV Supply Chain Role,Battery Pack,1.0,True,direct_context,kb_only,2
Honda Development & Manufacturing,Category,Tier 1/2,1.0,True,direct_context,kb_only,2
Honda Development & Manufacturing,EV Supply Chain Role,Battery Cell,1.0,True,direct_context,kb_only,2
Hyundai Motor Group,Category,Tier 1/2,1.0,True,direct_context,kb_only,2
Hyundai Motor Group,EV Supply Chain Role,Battery Pack,1.0,True,direct_context,kb_only,2
IMMI,Category,Tier 1/2,1.0,True,direct_context,kb_only,2
IMMI,EV Supply Chain Role,Battery Pack,1.0,True,direct_context,kb_only,2
Freudenberg-NOK,Primary OEMs,Multiple OEMs; Multiple OEMs,0.0,False,direct_context,kb_only,3
Freudenberg-NOK,EV Supply Chain Role,General Automotive; Thermal Management,0.5,False,direct_context,kb_only,3
Hyundai Transys Georgia Powertrain,Primary OEMs,Hyundai Kia Rivian,0.0,False,direct_context,kb_only,3
Hyundai Transys Georgia Powertrain,EV Supply Chain Role,Thermal Management,0.5,False,direct_context,kb_only,3
Novelis Inc.,Primary OEMs,Multiple OEMs; Multiple OEMs; Multiple OEMs,0.0,False,direct_context,kb_only,3
Novelis Inc.,EV Supply Chain Role,General Automotive; General Automotive; Thermal Management,0.5,False,direct_context,kb_only,3
Peerless-Winsmith Inc.,Primary OEMs,Multiple OEMs,0.0,False,direct_context,kb_only,3
Peerless-Winsmith Inc.,EV Supply Chain Role,Thermal Management,0.5,False,direct_context,kb_only,3
ZF Gainesville LLC,EV Supply Chain Role,"EV body, powertrain, and thermal components; EV thermal management and power electronics; EV thermal systems and electronics",0.5,False,direct_context,kb_only,3
GSC Steel Stamping LLC,Category,Tier 2/3,1.0,True,direct_context,kb_only,4
GSC Steel Stamping LLC,Employment,350,0.0,False,direct_context,kb_only,4
Morgan Corp.,Category,Tier 1,1.0,True,direct_context,kb_only,4
Morgan Corp.,Employment,320,0.0,False,direct_context,kb_only,4
Yazaki North America,Category,OEM Footprint,0.0,False,direct_context,kb_only,4
Yazaki North America,Employment,230000,0.0,False,direct_context,kb_only,4
ZF Gainesville LLC,Category,OEM Supply Chain; OEM Supply Chain; OEM Footprint,0.667,True,direct_context,kb_only,4
ZF Gainesville LLC,Employment,170000; 17500; 106100,0.0,False,direct_context,kb_only,4
Kia Georgia Inc.,Category,OEM,1.0,True,direct_context,kb_only,5
Kia Georgia Inc.,EV Supply Chain Role,Vehicle Assembly,0.0,False,direct_context,kb_only,5
Kia Georgia Inc.,Product / Service,"Golf carts, various off-road vehicles, electric on-road vehicles",0.0,False,direct_context,kb_only,5
Minebea AccessSolutions USA Inc.,Category,OEM,1.0,True,direct_context,kb_only,5
Minebea AccessSolutions USA Inc.,EV Supply Chain Role,General Automotive,1.0,True,direct_context,kb_only,5
Minebea AccessSolutions USA Inc.,Product / Service,Headquarters and distribution location,0.5,False,direct_context,kb_only,5
Superior Essex Inc.,Category,OEM,1.0,True,direct_context,kb_only,5
Superior Essex Inc.,EV Supply Chain Role,Vehicle Assembly,0.0,False,direct_context,kb_only,5
Superior Essex Inc.,Product / Service,Electric vehicles and batteries,0.25,False,direct_context,kb_only,5
Suzuki Manufacturing of America Corp.,Category,OEM,1.0,True,direct_context,kb_only,5
Suzuki Manufacturing of America Corp.,EV Supply Chain Role,Vehicle Assembly,0.0,False,direct_context,kb_only,5
Suzuki Manufacturing of America Corp.,Product / Service,Electric vehicle assembly plant,0.25,False,direct_context,kb_only,5
TCI Powder Coatings,Category,OEM,1.0,True,direct_context,kb_only,5
TCI Powder Coatings,EV Supply Chain Role,Vehicle Assembly,0.0,False,direct_context,kb_only,5
TCI Powder Coatings,Product / Service,Automotive assembly plant,0.667,True,direct_context,kb_only,5
TDK Components USA Inc.,Category,OEM,1.0,True,direct_context,kb_only,5
TDK Components USA Inc.,EV Supply Chain Role,Vehicle Assembly,0.0,False,direct_context,kb_only,5
TDK Components USA Inc.,Product / Service,Auto manufacturer headquarters,0.0,False,direct_context,kb_only,5
TE Connectivity,Category,OEM,1.0,True,direct_context,kb_only,5
TE Connectivity,EV Supply Chain Role,Vehicle Assembly,0.0,False,direct_context,kb_only,5
TE Connectivity,Product / Service,Truck and bus bodies,0.25,False,direct_context,kb_only,5
Teklas USA,Category,OEM,1.0,True,direct_context,kb_only,5
Teklas USA,EV Supply Chain Role,Vehicle Assembly,0.0,False,direct_context,kb_only,5
Teklas USA,Product / Service,Golf carts and all-terrain vehicles,0.167,False,direct_context,kb_only,5
Textron Specialized Vehicles,Category,OEM,1.0,True,direct_context,kb_only,5
Textron Specialized Vehicles,EV Supply Chain Role,Vehicle Assembly,0.0,False,direct_context,kb_only,5
Textron Specialized Vehicles,Product / Service,"Golf carts, utility vehicles, industrial vehicles",0.0,False,direct_context,kb_only,5
Thermal Ceramics Inc.,Category,OEM,1.0,True,direct_context,kb_only,5
Thermal Ceramics Inc.,EV Supply Chain Role,Vehicle Assembly,0.0,False,direct_context,kb_only,5
Thermal Ceramics Inc.,Product / Service,Electric vehicle batteries,0.0,False,direct_context,kb_only,5
Thomson Plastics Inc.,Category,OEM,1.0,True,direct_context,kb_only,5
Thomson Plastics Inc.,EV Supply Chain Role,Vehicle Assembly,0.0,False,direct_context,kb_only,5
Thomson Plastics Inc.,Product / Service,Electric vertical takeoff and landing (eVTOL) aircraft manufacturing,0.25,False,direct_context,kb_only,5
Novelis Inc.,Primary Facility Type,Manufacturing Plant; Manufacturing Plant; Manufacturing Plant,1.0,True,direct_context,kb_only,6
Novelis Inc.,Location,"Atlanta, Fulton County; Atlanta, Fulton County; Atlanta, Fulton County",1.0,True,direct_context,kb_only,6
WIKA USA,EV Supply Chain Role,HV and LV wiring harnesses for EVs and ICE vehicles,0.25,False,direct_context,kb_only,7
WIKA USA,Employment,250000,0.0,False,direct_context,kb_only,7
WIKA USA,Location,"Lawrenceville, Gwinnett County",0.333,False,direct_context,kb_only,7
Kia Georgia Inc.,Primary OEMs,Club Car LLC,0.0,False,direct_context,kb_only,10
Superior Essex Inc.,Primary OEMs,Hyundai Motor Group,0.333,False,direct_context,kb_only,10
Suzuki Manufacturing of America Corp.,Primary OEMs,Rivian Automotive,0.5,False,direct_context,kb_only,10
TCI Powder Coatings,Primary OEMs,Kia Georgia Inc.,0.0,False,direct_context,kb_only,10
TDK Components USA Inc.,Primary OEMs,Mercedes-Benz USA LLC,0.0,False,direct_context,kb_only,10
TE Connectivity,Primary OEMs,Blue Bird Corp.,0.0,False,direct_context,kb_only,10
Teklas USA,Primary OEMs,Yamaha Motor Manufacturing Corp.,0.25,False,direct_context,kb_only,10
Textron Specialized Vehicles,Primary OEMs,Textron Specialized Vehicles,0.0,False,direct_context,kb_only,10
Thermal Ceramics Inc.,Primary OEMs,SK Battery America,0.5,False,direct_context,kb_only,10
Thomson Plastics Inc.,Primary OEMs,Archer Aviation Inc.,0.0,False,direct_context,kb_only,10
Sewon America Inc.,Product / Service,Automotive aftermarket parts; Motor vehicle engines and parts; Fire truck bodies,1.0,True,direct_context,kb_only,11
Duckyang,Category,Tier 2/3,1.0,True,direct_context,kb_only,12
Duckyang,EV Supply Chain Role,General Automotive,1.0,True,direct_context,kb_only,12
Enchem America Inc.,Category,Tier 2/3,1.0,True,direct_context,kb_only,12
Enchem America Inc.,EV Supply Chain Role,General Automotive,1.0,True,direct_context,kb_only,12
GSC Steel Stamping LLC,Category,Tier 2/3,1.0,True,direct_context,kb_only,12
GSC Steel Stamping LLC,EV Supply Chain Role,Power Electronics,0.0,False,direct_context,kb_only,12
